	context	question-X	canquestion-X	answer-Y	judgements	goldstandard1	goldstandard2	Label	Annotation_1	Annotation_2	Annotation_3	Annotation_4	Annotation_5
461	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Have you seen anyone else from the old neighborhood?	I have seen anyone else from the old neighborhood .	I got together with the old gang yesterday.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
462	Y has just travelled from a different city to meet X.	Did you have any trouble getting here?	I did have trouble getting here .	I got lost along the way.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
463	X wants to know what activities Y likes to do during weekends.	Are you any good at water volleyball?	I am good at water volleyball .	I won the national championship once.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
464	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Did you dye your hair red?	I did dye my hair red .	I thought it would look better than my natural brown.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
465	X wants to know about Y's music preferences.	Are you single?	I am single .	I've been married for several years.	No#No#No#No#No	No	No	2	2	2	2	2	2
466	X wants to know about Y's food preferences.	Are you into fast food	I am I into fast food .	When it isn't burgers and fries.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
467	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Is your family ok?	My family is ok .	We are all doing well.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
468	X wants to know about Y's music preferences.	Do you like slow songs?	I like slow songs .	I prefer sedate pieces.	Probably yes / sometimes yes#Yes#Yes#Yes#No	Yes	Yes	1	1	1	1	1	2
469	X wants to know about Y's music preferences.	Do you like jazz concerts?	I like jazz concerts .	Depends on the musician.	Yes, subject to some conditions#Yes, subject to some conditions#Probably yes / sometimes yes#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	1	3	3
470	X wants to know about Y's music preferences.	Did your parents share any music with you?	My parents did share music with I .	My dad taught me to love rock music.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
471	Y has just travelled from a different city to meet X.	Have you heard of any attractions nearby that interest you?	I have heard of attractions nearby that interest .	There is a brand new mall that I'd like to visit.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
472	Y has just told X that he/she is thinking of buying a flat in New York.	Are you confident you can keep yourself safe in a big city?	I am confident I can keep myself safe in a big city .	The building has security, so I feel at ease.	Yes#Probably yes / sometimes yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
473	X wants to know about Y's music preferences.	Have you been to South America?	I have been to South America .	I went to Argentina for a mission trip in school.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
474	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Are you always watching TV?	I am always watching TV .	I watch Netflix every night.	Yes#In the middle, neither yes nor no#Yes#Yes#Yes	Yes	Yes	1	1	4	1	1	1
475	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you want to get together tomorrow?	I want to get together tomorrow .	I have my regular day out with mom tomorrow.	No#No#No#No#No	No	No	2	2	2	2	2	2
476	X and Y are colleagues who are leaving work on a Friday at the same time.	Aren't you glad it's Friday?	I am glad .	I am delighted it is	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
477	X and Y are colleagues who are leaving work on a Friday at the same time.	Got any plans?	Any plans got plans .	I'm off to a movie.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
478	X wants to know about Y's food preferences.	Did you enjoy eating vegetables growing up as a kid?	I did enjoy eating vegetables growing up as a kid .	My mother had to bribe me to eat vegetables as a kid.	No#No#Probably no#No#No	No	No	2	2	2	2	2	2
479	Y has just told X that he/she is considering switching his/her job.	Is it more in line with your skill set?	It is more in line with my skill set .	it seems to be	Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Yes#Yes	Probably yes / sometimes yes	Yes	1	1	1	1	1	1
480	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you plan on seeing that new movie?	I plan on seeing that new movie .	I'm waiting for it to come out on DVD.	Yes, subject to some conditions#Probably yes / sometimes yes#Yes#Yes, subject to some conditions#Yes		Yes	1	3	1	1	3	1
481	Y has just told X that he/she is considering switching his/her job.	Have you been looking for a new job?	I have been looking for a new job .	I'm always looking for a new job.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
482	X wants to know about Y's food preferences.	Have you tried international cuisine?	I have tried international cuisine .	I've tasted all types of cuisines.	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
483	Y has just travelled from a different city to meet X.	Are you happy?	I am happy .	right now I am	Yes, subject to some conditions#Yes#Yes#I am not sure how X will interpret Y’s answer#Yes	Yes	Yes	1	3	1	1	4	1
484	Y has just travelled from a different city to meet X.	Would you like to check out some bars tonight?	I would like to check out bars tonight .	that would be good	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
485	Y has just told X that he/she is thinking of buying a flat in New York.	Are you going to get a roommate?	I am going to get a roommate .	I'm too old for roomates.	No#Probably no#No#No#No	No	No	2	2	2	2	2	2
486	X wants to know about Y's food preferences.	Do you like seafood?	I like seafood .	Everything but lobster.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
487	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Do you enjoy the summer weather?	I enjoy the summer weather .	I am dreading winter.	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
488	X wants to know about Y's food preferences.	Could you go for hamburgers?	I could go for hamburgers .	I'm always down for a good burger.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
489	Y has just told X that he/she is considering switching his/her job.	Should the new company be located near home?	The new company should be located near home .	It is quite far away from home.	Probably no#No#No#I am not sure how X will interpret Y’s answer#I am not sure how X will interpret Y’s answer		No	2	2	2	2	4	4
490	Y has just travelled from a different city to meet X.	Do you like hiking?	I like hiking .	I can't walk that well.	Probably no#No#No#Probably no#Probably no	Probably no	No	2	2	2	2	2	2
491	X and Y are colleagues who are leaving work on a Friday at the same time.	Want to get together this weekend?	I want to get together this weekend .	We are heading to the mountains.	In the middle, neither yes nor no#No#No#No#Probably no	No	No	2	4	2	2	2	2
492	X wants to know what sorts of books Y likes to read.	Do you like graphic novels?	I like graphic novels .	I'd rather pick up some poetry.	Probably no#No#No#Probably no#No	No	No	2	2	2	2	2	2
493	X wants to know about Y's music preferences.	Are you still into heavy metal music ?	I am into heavy metal music .	I love listening to ACDC, Iron Maiden & Rainbow.	I am not sure how X will interpret Y’s answer#Yes#Yes#Yes#I am not sure how X will interpret Y’s answer	Yes	Yes	1	4	1	1	1	4
494	X wants to know about Y's music preferences.	Have you heard Lizzo new song?	I have heard Lizzo new song .	I don't think I have, can you play it?	No#No#Probably no#Probably no#Probably no	Probably no	No	2	2	2	2	2	2
495	X wants to know about Y's food preferences.	Would you eat Mediterranean food?	I would eat Mediterranean food .	I think I would	Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes	Probably yes / sometimes yes	Yes	1	1	1	1	1	1
496	Y has just told X that he/she is considering switching his/her job.	It is too far from where you live?	It is too far from where I live .	It's a 2-hour drive each way.	Yes#Yes#Yes#I am not sure how X will interpret Y’s answer#I am not sure how X will interpret Y’s answer	Yes	Yes	1	1	1	1	4	4
497	Y has just told X that he/she is thinking of buying a flat in New York.	Do you like the neighborhood?	I like the neighborhood .	It's a fantastic place.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
498	X wants to know about Y's food preferences.	Do you want a place close to home?	I want a place close to home .	I don't mind travelling far if the the food is top quality.	In the middle, neither yes nor no#No#No#Probably yes / sometimes yes#No	No	No	2	4	2	2	1	2
499	X wants to know what sorts of books Y likes to read.	Are you into young adult novels?	I am into young adult novels .	I am no longer an young adult haha.	No#Probably no#No#No#Probably no	No	No	2	2	2	2	2	2
500	X wants to know what activities Y likes to do during weekends.	Are you into team sports?	I am into team sports .	Some of them are okay	Probably yes / sometimes yes#Probably yes / sometimes yes#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	1	1	3	3	3
501	Y has just told X that he/she is thinking of buying a flat in New York.	Do you know what you'll do there?	I know what I 'll do there .	I was planning on transferring to the nearby branch.	In the middle, neither yes nor no#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	4	1	1	1	1
502	X wants to know about Y's food preferences.	Are you a vegetarian ?	I am a vegetarian .	I'm a pescatarian.	No#No#No#Yes#No	No	No	2	2	2	2	1	2
503	Y has just told X that he/she is thinking of buying a flat in New York.	Are you moving soon?	I am moving soon .	I'm moving in a couple of weeks.	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
504	X wants to know about Y's food preferences.	Do you like pizza?	I like pizza .	Thin crust is my go to.	Yes, subject to some conditions#Yes#Yes#Yes#Yes	Yes	Yes	1	3	1	1	1	1
505	X wants to know about Y's music preferences.	Do you like outside concerts?	I like outside concerts .	I prefer the radio.	Probably no#Probably no#Probably no#No#No	Probably no	No	2	2	2	2	2	2
506	X and Y are colleagues who are leaving work on a Friday at the same time.	Had a good week?	A good week had a good week .	It has not been too bad	In the middle, neither yes nor no#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Yes	Probably yes / sometimes yes	Yes	1	4	1	1	1	1
507	Y has just travelled from a different city to meet X.	Have you eaten?	I have eaten .	I want some Chinese food.	Probably no#No#No#No#No	No	No	2	2	2	2	2	2
508	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you have a lift home?	I have a lift home .	I think I will take the bus today.	No#Yes#No#Yes#No	No	No	2	2	1	2	1	2
509	Y has just told X that he/she is thinking of buying a flat in New York.	Have you lived in New York before?	I have lived in New York .	This would be my first time.	No#No#No#No#No	No	No	2	2	2	2	2	2
510	X wants to know what activities Y likes to do during weekends.	Do you like to watch movies?	I like to watch movies .	I prefer books.	No#In the middle, neither yes nor no#No#No#In the middle, neither yes nor no	No	No	2	2	4	2	2	4
511	Y has just told X that he/she is thinking of buying a flat in New York.	Is the flat in Queens?	The flat is in Queens .	That's not where I want to live.	No#Probably no#In the middle, neither yes nor no#No#Probably no		No	2	2	2	4	2	2
512	X wants to know what activities Y likes to do during weekends.	Have you ever been water skiing?	I have ever been water skiing .	I was last year	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
513	Y has just travelled from a different city to meet X.	Did you enjoy your flight?	I did enjoy my flight .	I can't say I did.	No#No#No#No#No	No	No	2	2	2	2	2	2
514	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Does your mom still make those delicious chocolate chip cookies?	My mom does make those delicious chocolate chip cookies .	She stopped making them after she died.	No#No#No#No#No	No	No	2	2	2	2	2	2
515	X wants to know about Y's music preferences.	Have you ever seen a live band play?	I have seen a live band play .	Only at the local seafood restaurant.	Yes#Yes#Yes#Yes#Yes, subject to some conditions	Yes	Yes	1	1	1	1	1	3
516	X wants to know what activities Y likes to do during weekends.	Are you into hiking?	I am into hiking .	I'm not good at walking long distances.	No#No#No#No#No	No	No	2	2	2	2	2	2
517	Y has just told X that he/she is considering switching his/her job.	Do you program code?	I program code .	I learned how to in college.	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
518	X and Y are colleagues who are leaving work on a Friday at the same time.	Did your day go well?	My day did go well .	it was a nice day off	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
519	Y has just travelled from a different city to meet X.	Do you know what time you have to leave to head back home yet?	I know what time I have to leave to head back home yet .	I am not sure	No#No#Probably no#No#No	No	No	2	2	2	2	2	2
520	Y has just told X that he/she is thinking of buying a flat in New York.	Are you looking for an older building?	I am looking for an older building .	I was hoping for something new.	Probably no#No#No#No#No	No	No	2	2	2	2	2	2
